
1	1	1	1	1	1	182.04	186.007	183.888	188.315	178.092	173.53	182.825	184.804	179.724	180.546	178.755	191.642	175.347	172.772	174.22	176.738	174.376	193.223	240.81	227.866	232.565	226.076	227.924	
2	1	1	1	1	1	182.039	186.008	183.887	188.317	178.091	173.528	182.825	184.805	179.723	180.546	178.755	191.643	175.345	172.772	174.22	176.739	174.377	193.222	240.809	227.866	232.565	226.075	227.924	
3	1	1	1	1	1	182.039	186.008	183.887	188.317	178.091	173.528	182.824	184.805	179.723	180.545	178.755	191.643	175.345	172.772	174.22	176.739	174.376	193.222	240.809	227.866	232.565	226.075	227.924	
4	1	1	1	1	1	182.038	186.008	183.887	188.317	178.09	173.528	182.824	184.804	179.723	180.545	178.755	191.642	175.345	172.771	174.22	176.739	174.376	193.221	240.808	227.866	232.564	226.075	227.923	
5	1	1	1	1	1	182.038	186.007	183.887	188.317	178.09	173.527	182.824	184.804	179.722	180.545	178.755	191.642	175.345	172.771	174.22	176.738	174.376	193.221	240.808	227.866	232.564	226.074	227.923	
6	1	1	1	1	1	182.038	186.007	183.887	188.316	178.09	173.527	182.823	184.804	179.722	180.545	178.755	191.642	175.345	172.771	174.219	176.738	174.376	193.221	240.807	227.865	232.564	226.074	227.923	
7	1	1	1	1	1	182.037	186.007	183.886	188.316	178.09	173.527	182.823	184.803	179.722	180.545	178.755	191.642	175.344	172.77	174.219	176.738	174.375	193.22	240.807	227.865	232.564	226.074	227.923	
8	1	1	1	1	1	182.037	186.007	183.886	188.316	178.089	173.527	182.823	184.803	179.722	180.545	178.755	191.642	175.344	172.77	174.219	176.738	174.375	193.22	240.806	227.865	232.563	226.074	227.922	
9	1	1	1	1	1	182.037	186.006	183.886	188.316	178.089	173.527	182.822	184.803	179.722	180.544	178.754	191.642	175.344	172.77	174.219	176.738	174.375	193.22	240.806	227.865	232.563	226.074	227.922	
10	1	1	1	1	1	182.037	186.006	183.886	188.316	178.089	173.526	182.822	184.803	179.721	180.544	178.754	191.641	175.344	172.77	174.219	176.737	174.375	193.219	240.806	227.864	232.563	226.073	227.922	
11	1	1	1	1	1	182.036	186.006	183.885	188.315	178.088	173.526	182.822	184.802	179.721	180.544	178.754	191.641	175.344	172.769	174.218	176.737	174.374	193.219	240.805	227.864	232.563	226.073	227.922	
12	1	1	1	1	1	182.036	186.006	183.885	188.315	178.088	173.526	182.821	184.802	179.721	180.544	178.754	191.641	175.343	172.769	174.218	176.737	174.374	193.218	240.805	227.864	232.562	226.073	227.921	
13	1	1	1	1	1	182.036	186.005	183.885	188.315	178.088	173.526	182.821	184.802	179.721	180.544	178.754	191.641	175.343	172.769	174.218	176.737	174.374	193.218	240.804	227.864	232.562	226.073	227.921	
14	1	1	1	1	1	182.035	186.005	183.885	188.315	178.087	173.526	182.821	184.801	179.721	180.544	178.754	191.641	175.343	172.768	174.218	176.737	174.374	193.218	240.804	227.863	232.562	226.072	227.921	
15	1	1	1	1	1	182.035	186.005	183.884	188.314	178.087	173.525	182.82	184.801	179.72	180.543	178.753	191.64	175.343	172.768	174.217	176.736	174.373	193.217	240.803	227.863	232.562	226.072	227.921	
16	1	1	1	1	1	182.035	186.005	183.884	188.314	178.087	173.525	182.82	184.801	179.72	180.543	178.753	191.64	175.342	172.768	174.217	176.736	174.373	193.217	240.803	227.863	232.561	226.072	227.92	
17	1	1	1	1	1	182.034	186.004	183.884	188.314	178.086	173.525	182.82	184.8	179.72	180.543	178.753	191.64	175.342	172.767	174.217	176.736	174.373	193.217	240.802	227.863	232.561	226.071	227.92	
18	1	1	1	1	1	182.034	186.004	183.884	188.314	178.086	173.525	182.819	184.8	179.72	180.543	178.753	191.64	175.342	172.767	174.217	176.736	174.373	193.216	240.802	227.862	232.561	226.071	227.92	
19	1	1	1	1	1	182.034	186.004	183.883	188.313	178.086	173.525	182.819	184.8	179.72	180.543	178.753	191.64	175.342	172.767	174.217	176.736	174.372	193.216	240.801	227.862	232.561	226.071	227.92	
20	1	1	1	1	1	182.033	186.003	183.883	188.313	178.085	173.524	182.818	184.8	179.719	180.542	178.752	191.639	175.341	172.766	174.216	176.735	174.372	193.216	240.8	227.862	232.56	226.071	227.919	
21	1	1	1	1	1	182.033	186.003	183.883	188.313	178.085	173.524	182.818	184.799	179.719	180.542	178.752	191.639	175.341	172.766	174.216	176.735	174.372	193.215	240.8	227.862	232.56	226.07	227.919	
22	1	1	1	1	1	182.033	186.003	183.883	188.313	178.084	173.524	182.818	184.799	179.719	180.542	178.752	191.639	175.341	172.766	174.216	176.735	174.372	193.215	240.799	227.861	232.56	226.07	227.919	
23	1	1	1	1	1	182.032	186.003	183.882	188.312	178.084	173.524	182.817	184.799	179.719	180.542	178.752	191.639	175.341	172.765	174.216	176.735	174.371	193.214	240.799	227.861	232.559	226.07	227.918	
24	1	1	1	1	1	182.032	186.002	183.882	188.312	178.084	173.523	182.817	184.798	179.719	180.542	178.752	191.639	175.341	172.765	174.215	176.734	174.371	193.214	240.798	227.861	232.559	226.07	227.918	
25	1	1	1	1	1	182.032	186.002	183.882	188.312	178.083	173.523	182.816	184.798	179.718	180.542	178.752	191.638	175.34	172.765	174.215	176.734	174.371	193.214	240.798	227.86	232.559	226.069	227.918	
26	1	1	1	1	1	182.031	186.002	183.882	188.312	178.083	173.523	182.816	184.798	179.718	180.541	178.751	191.638	175.34	172.764	174.215	176.734	174.37	193.213	240.797	227.86	232.559	226.069	227.918	
27	1	1	1	1	1	182.031	186.001	183.881	188.311	178.083	173.523	182.816	184.797	179.718	180.541	178.751	191.638	175.34	172.764	174.215	176.734	174.37	193.213	240.797	227.86	232.558	226.069	227.917	
28	1	1	1	1	1	182.031	186.001	183.881	188.311	178.082	173.522	182.815	184.797	179.718	180.541	178.751	191.638	175.339	172.764	174.214	176.734	174.37	193.212	240.796	227.86	232.558	226.068	227.917	
29	1	1	1	1	1	182.03	186.001	183.881	188.311	178.082	173.522	182.815	184.796	179.718	180.541	178.751	191.637	175.339	172.763	174.214	176.733	174.37	193.212	240.795	227.859	232.558	226.068	227.917	
30	1	1	1	1	1	182.03	186	183.881	188.311	178.081	173.522	182.814	184.796	179.717	180.541	178.751	191.637	175.339	172.763	174.214	176.733	174.369	193.212	240.795	227.859	232.557	226.068	227.916	
31	1	1	1	1	1	182.03	186	183.88	188.31	178.081	173.522	182.814	184.796	179.717	180.54	178.75	191.637	175.339	172.763	174.214	176.733	174.369	193.211	240.794	227.859	232.557	226.067	227.916	
32	1	1	1	1	1	182.029	186	183.88	188.31	178.081	173.522	182.814	184.795	179.717	180.54	178.75	191.637	175.338	172.762	174.213	176.733	174.369	193.211	240.794	227.858	232.557	226.067	227.916	
33	1	1	1	1	1	182.029	186	183.88	188.31	178.08	173.521	182.813	184.795	179.717	180.54	178.75	191.637	175.338	172.762	174.213	176.732	174.368	193.21	240.793	227.858	232.556	226.067	227.915	
34	1	1	1	1	1	182.029	185.999	183.879	188.31	178.08	173.521	182.813	184.795	179.716	180.54	178.75	191.636	175.338	172.761	174.213	176.732	174.368	193.21	240.792	227.858	232.556	226.067	227.915	
35	1	1	1	1	1	182.028	185.999	183.879	188.309	178.079	173.521	182.812	184.794	179.716	180.539	178.749	191.636	175.338	172.761	174.213	176.732	174.368	193.209	240.792	227.857	232.556	226.066	227.915	
