
1	353.592	341.003	354.223	354.675	355.034	351.295	355.936	296.69	308.165	305.872	304.946	300.916	296.942	300.237	310.419	296.614	297.113	303.287	300.524	296.594	295.915	301.518	303.858	302.15	299.632	306.275	306.303	303.051	302.616	308.77	303.936	296.394	308.941	300.037	306.097	298.821	306.93	304.02	306.239	304.578	306.955	305.972	304.961	308.997	301.472	302.3	306.078	1	1	1	1	1	1	1	
2	353.591	341.004	354.223	354.675	355.034	351.295	355.936	296.691	308.166	305.872	304.946	300.916	296.942	300.239	310.42	296.614	297.112	303.287	300.526	296.594	295.915	301.518	303.858	302.148	299.63	306.274	306.302	303.051	302.617	308.77	303.936	296.393	308.941	300.037	306.098	298.819	306.931	304.019	306.24	304.577	306.955	305.972	304.96	308.998	301.472	302.299	306.077	1	1	1	1	1	1	1	
3	353.591	341.003	354.223	354.675	355.034	351.294	355.936	296.69	308.165	305.872	304.945	300.916	296.942	300.239	310.419	296.613	297.112	303.287	300.525	296.594	295.915	301.518	303.857	302.148	299.63	306.273	306.302	303.05	302.616	308.769	303.936	296.392	308.941	300.037	306.098	298.819	306.931	304.019	306.239	304.577	306.954	305.971	304.959	308.998	301.472	302.299	306.077	1	1	1	1	1	1	1	
4	353.591	341.003	354.223	354.674	355.033	351.294	355.935	296.69	308.165	305.871	304.945	300.916	296.941	300.238	310.419	296.613	297.112	303.287	300.525	296.594	295.915	301.517	303.857	302.148	299.629	306.273	306.301	303.05	302.616	308.769	303.935	296.392	308.94	300.037	306.097	298.819	306.931	304.019	306.239	304.576	306.954	305.971	304.959	308.998	301.471	302.299	306.076	1	1	1	1	1	1	1	
5	353.59	341.003	354.222	354.674	355.033	351.294	355.935	296.69	308.165	305.871	304.945	300.915	296.941	300.238	310.419	296.613	297.111	303.286	300.525	296.593	295.914	301.517	303.857	302.148	299.629	306.273	306.301	303.05	302.616	308.769	303.935	296.392	308.94	300.036	306.097	298.818	306.93	304.018	306.239	304.576	306.954	305.971	304.959	308.997	301.471	302.299	306.076	1	1	1	1	1	1	1	
6	353.59	341.002	354.222	354.674	355.033	351.293	355.934	296.69	308.165	305.87	304.944	300.915	296.941	300.238	310.419	296.612	297.111	303.286	300.524	296.593	295.914	301.517	303.856	302.147	299.629	306.272	306.301	303.049	302.615	308.768	303.935	296.392	308.94	300.036	306.097	298.818	306.93	304.018	306.238	304.576	306.954	305.971	304.958	308.997	301.47	302.298	306.076	1	1	1	1	1	1	1	
7	353.59	341.002	354.222	354.673	355.033	351.293	355.934	296.689	308.164	305.87	304.944	300.915	296.94	300.237	310.418	296.612	297.111	303.286	300.524	296.593	295.914	301.516	303.856	302.147	299.628	306.272	306.3	303.049	302.615	308.768	303.934	296.391	308.939	300.036	306.096	298.818	306.93	304.018	306.238	304.575	306.953	305.97	304.958	308.997	301.47	302.298	306.076	1	1	1	1	1	1	1	
8	353.589	341.002	354.221	354.673	355.032	351.293	355.933	296.689	308.164	305.87	304.944	300.914	296.94	300.237	310.418	296.612	297.111	303.285	300.524	296.593	295.913	301.516	303.856	302.147	299.628	306.271	306.3	303.048	302.615	308.768	303.934	296.391	308.939	300.035	306.096	298.817	306.93	304.018	306.238	304.575	306.953	305.97	304.958	308.997	301.47	302.298	306.075	1	1	1	1	1	1	1	
9	353.589	341.001	354.221	354.673	355.032	351.292	355.933	296.689	308.164	305.869	304.944	300.914	296.94	300.237	310.418	296.611	297.11	303.285	300.523	296.592	295.913	301.516	303.855	302.146	299.628	306.271	306.3	303.048	302.614	308.767	303.934	296.391	308.939	300.035	306.096	298.817	306.929	304.017	306.238	304.575	306.953	305.97	304.957	308.996	301.469	302.297	306.075	1	1	1	1	1	1	1	
10	353.589	341.001	354.221	354.672	355.032	351.292	355.933	296.688	308.163	305.869	304.943	300.914	296.939	300.236	310.417	296.611	297.11	303.285	300.523	296.592	295.912	301.515	303.855	302.146	299.627	306.271	306.3	303.048	302.614	308.767	303.933	296.39	308.938	300.035	306.095	298.817	306.929	304.017	306.237	304.575	306.952	305.969	304.957	308.996	301.469	302.297	306.075	1	1	1	1	1	1	1	
