
1	0.0555526	0.0555654	0.0555515	0.055568	0.0555488	0.0555589	0.0555469	0.0555636	0.0555634	0.0555548	0.0555682	0.0555443	0.0555589	0.0555451	0.0555631	0.055551	0.0555402	0.0555553	0.055563	0.0555616	0.0555586	0.0555578	0.0555501	0.0555574	0.0555513	0.0555493	0.055555	0.0555524	0.0555533	0.0555593	0.0555578	0.0555585	0.0555623	0.0555463	0.0555518	0.0555542	0.0555665	0.055569	0.0555543	0.0555603	0.0555518	0.0555539	0.0555572	0.0555388	0.0555524	0.0555473	0.0555624	0.0555567	0.0555617	0.0555545	0.0555587	0.0555494	0.0555583	0.0555467	0.0555102	0.0554865	0.0556152	0.0555169	0.0555845	0.0554921	0.0556304	0.0555431	0.0555208	0.0555436	0.0555155	0.0555643	0.0554951	0.0555975	0.0556031	0.0556437	0.0555969	0.0555405	0.0555569	0.0555681	0.0555448	0.0555607	0.0555542	0.0555655	0.05555	0.0555614	0.0555527	0.0555475	0.0555576	0.0555506	0.0555618	0.0555653	0.0555555	0.0555452	0.0555549	0.0555475	0.0555591	0.055564	0.0555399	0.0555496	0.0555481	0.0555555	0.0555477	0.0555672	0.0555701	0.0555583	0.055563	0.0555598	0.0555572	0.0555506	0.0555426	0.05555	0.055557	0.0555603	0.0555625	0.0555701	0.0555473	0.0555641	0.0555429	0.0555587	0.0555566	0.0555581	0.0555479	0.0555507	0.0555636	0.0555611	0.0555629	0.0555523	0.0555573	0.0555512	0.0555483	0.0555443	
2	0.0555544	0.0555663	0.0555489	0.0555675	0.0555457	0.055562	0.0555488	0.0555643	0.0555578	0.0555513	0.0555736	0.055546	0.0555644	0.0555444	0.0555604	0.0555509	0.0555422	0.055551	0.0555644	0.0555564	0.0555605	0.0555604	0.0555527	0.0555573	0.0555472	0.0555529	0.055553	0.0555537	0.0555541	0.0555566	0.0555551	0.0555577	0.0555632	0.0555494	0.0555524	0.055553	0.0555625	0.0555647	0.0555493	0.0555641	0.0555529	0.0555513	0.0555581	0.055545	0.0555532	0.0555498	0.0555628	0.0555583	0.0555599	0.0555568	0.0555578	0.0555527	0.0555553	0.0555455	0.0555128	0.0554901	0.0556146	0.055514	0.0555851	0.0554891	0.055629	0.055543	0.055527	0.0555434	0.0555127	0.0555606	0.0554908	0.0556003	0.0556064	0.0556427	0.0555932	0.0555454	0.0555573	0.0555639	0.0555489	0.0555589	0.055553	0.0555634	0.0555528	0.05556	0.0555509	0.0555514	0.0555582	0.0555512	0.0555637	0.0555611	0.0555513	0.0555485	0.0555584	0.0555471	0.0555578	0.0555636	0.0555431	0.055552	0.0555507	0.0555575	0.0555523	0.0555653	0.0555683	0.0555542	0.055569	0.0555535	0.0555553	0.0555527	0.0555441	0.0555464	0.0555548	0.0555594	0.0555647	0.055564	0.0555479	0.055565	0.0555458	0.0555615	0.0555606	0.0555572	0.0555496	0.0555513	0.0555646	0.0555558	0.0555633	0.055546	0.0555541	0.0555554	0.0555492	0.055544	
3	0.0555544	0.0555664	0.0555489	0.0555676	0.0555456	0.055562	0.0555487	0.0555644	0.0555578	0.0555513	0.0555738	0.0555459	0.0555645	0.0555443	0.0555604	0.0555509	0.0555421	0.055551	0.0555645	0.0555564	0.0555605	0.0555604	0.0555527	0.0555574	0.0555471	0.0555529	0.055553	0.0555536	0.055554	0.0555566	0.0555551	0.0555577	0.0555633	0.0555493	0.0555524	0.055553	0.0555626	0.0555647	0.0555492	0.0555642	0.0555529	0.0555513	0.0555582	0.0555449	0.0555532	0.0555497	0.0555628	0.0555583	0.05556	0.0555568	0.0555578	0.0555527	0.0555553	0.0555454	0.0555124	0.0554895	0.0556152	0.0555135	0.0555854	0.0554884	0.0556297	0.0555428	0.0555267	0.0555433	0.0555122	0.0555607	0.0554902	0.0556007	0.0556069	0.0556436	0.0555936	0.0555453	0.0555573	0.055564	0.0555488	0.055559	0.055553	0.0555635	0.0555528	0.0555601	0.0555509	0.0555514	0.0555582	0.0555512	0.0555637	0.0555611	0.0555512	0.0555484	0.0555584	0.055547	0.0555579	0.0555636	0.055543	0.055552	0.0555507	0.0555575	0.0555523	0.0555654	0.0555684	0.0555542	0.0555691	0.0555535	0.0555553	0.0555527	0.055544	0.0555463	0.0555548	0.0555594	0.0555648	0.0555641	0.0555478	0.0555651	0.0555457	0.0555615	0.0555606	0.0555572	0.0555496	0.0555513	0.0555647	0.0555558	0.0555634	0.0555459	0.0555541	0.0555554	0.0555491	0.0555438	
4	0.0555544	0.0555665	0.0555488	0.0555678	0.0555455	0.0555621	0.0555487	0.0555645	0.0555579	0.0555512	0.055574	0.0555458	0.0555646	0.0555442	0.0555605	0.0555508	0.055542	0.0555509	0.0555646	0.0555564	0.0555606	0.0555605	0.0555527	0.0555574	0.0555471	0.0555529	0.055553	0.0555536	0.055554	0.0555566	0.0555551	0.0555577	0.0555634	0.0555492	0.0555524	0.0555529	0.0555627	0.0555648	0.0555492	0.0555643	0.0555528	0.0555513	0.0555582	0.0555448	0.0555531	0.0555497	0.0555629	0.0555583	0.05556	0.0555568	0.0555578	0.0555527	0.0555553	0.0555453	0.0555119	0.0554888	0.0556158	0.0555131	0.0555857	0.0554878	0.0556304	0.0555427	0.0555264	0.0555432	0.0555118	0.0555607	0.0554895	0.0556012	0.0556074	0.0556445	0.055594	0.0555452	0.0555573	0.0555641	0.0555487	0.055559	0.055553	0.0555636	0.0555528	0.0555601	0.0555508	0.0555513	0.0555583	0.0555512	0.0555638	0.0555612	0.0555512	0.0555483	0.0555584	0.0555469	0.0555579	0.0555637	0.0555428	0.055552	0.0555507	0.0555575	0.0555523	0.0555655	0.0555686	0.0555542	0.0555692	0.0555535	0.0555553	0.0555526	0.0555439	0.0555462	0.0555548	0.0555594	0.0555649	0.0555642	0.0555478	0.0555652	0.0555456	0.0555616	0.0555607	0.0555572	0.0555495	0.0555512	0.0555648	0.0555558	0.0555635	0.0555458	0.0555541	0.0555554	0.055549	0.0555437	
5	0.0555544	0.0555666	0.0555487	0.0555679	0.0555454	0.0555622	0.0555486	0.0555646	0.0555579	0.0555512	0.0555742	0.0555457	0.0555647	0.0555441	0.0555605	0.0555508	0.0555418	0.0555509	0.0555647	0.0555564	0.0555606	0.0555605	0.0555526	0.0555574	0.055547	0.0555529	0.0555529	0.0555536	0.055554	0.0555566	0.0555551	0.0555577	0.0555634	0.0555492	0.0555523	0.0555529	0.0555628	0.0555649	0.0555491	0.0555644	0.0555528	0.0555512	0.0555582	0.0555446	0.0555531	0.0555496	0.055563	0.0555583	0.0555601	0.0555568	0.0555578	0.0555526	0.0555553	0.0555452	0.0555115	0.0554881	0.0556164	0.0555127	0.055586	0.0554871	0.0556312	0.0555426	0.0555261	0.0555431	0.0555113	0.0555608	0.0554888	0.0556017	0.055608	0.0556454	0.0555943	0.0555451	0.0555573	0.0555642	0.0555487	0.055559	0.055553	0.0555637	0.0555528	0.0555602	0.0555508	0.0555513	0.0555583	0.0555511	0.0555639	0.0555612	0.0555511	0.0555482	0.0555584	0.0555468	0.0555579	0.0555638	0.0555427	0.0555519	0.0555506	0.0555575	0.0555522	0.0555656	0.0555687	0.0555542	0.0555694	0.0555534	0.0555553	0.0555526	0.0555438	0.0555461	0.0555548	0.0555595	0.0555649	0.0555643	0.0555477	0.0555653	0.0555455	0.0555617	0.0555607	0.0555572	0.0555494	0.0555512	0.0555649	0.0555558	0.0555635	0.0555457	0.0555541	0.0555554	0.055549	0.0555436	
6	0.0555544	0.0555667	0.0555487	0.055568	0.0555453	0.0555622	0.0555485	0.0555647	0.0555579	0.0555511	0.0555743	0.0555456	0.0555648	0.0555439	0.0555606	0.0555507	0.0555417	0.0555509	0.0555648	0.0555564	0.0555607	0.0555606	0.0555526	0.0555574	0.0555469	0.0555528	0.0555529	0.0555536	0.055554	0.0555566	0.0555551	0.0555578	0.0555635	0.0555491	0.0555523	0.0555529	0.0555628	0.055565	0.055549	0.0555645	0.0555528	0.0555512	0.0555583	0.0555445	0.0555531	0.0555496	0.0555631	0.0555584	0.0555601	0.0555568	0.0555578	0.0555526	0.0555553	0.0555451	0.055511	0.0554875	0.055617	0.0555122	0.0555863	0.0554864	0.055632	0.0555424	0.0555258	0.0555429	0.0555109	0.0555608	0.0554882	0.0556021	0.0556085	0.0556463	0.0555947	0.055545	0.0555574	0.0555642	0.0555486	0.0555591	0.0555529	0.0555637	0.0555527	0.0555602	0.0555507	0.0555512	0.0555583	0.0555511	0.055564	0.0555613	0.0555511	0.0555482	0.0555585	0.0555468	0.0555579	0.0555639	0.0555426	0.0555519	0.0555506	0.0555575	0.0555522	0.0555657	0.0555688	0.0555542	0.0555695	0.0555534	0.0555553	0.0555526	0.0555436	0.055546	0.0555548	0.0555595	0.055565	0.0555644	0.0555476	0.0555654	0.0555454	0.0555617	0.0555608	0.0555572	0.0555494	0.0555511	0.055565	0.0555558	0.0555636	0.0555456	0.0555541	0.0555554	0.0555489	0.0555435	
7	0.0555544	0.0555668	0.0555486	0.0555681	0.0555452	0.0555623	0.0555485	0.0555647	0.0555579	0.0555511	0.0555745	0.0555455	0.0555649	0.0555438	0.0555606	0.0555507	0.0555415	0.0555508	0.0555649	0.0555564	0.0555607	0.0555606	0.0555526	0.0555574	0.0555468	0.0555528	0.0555529	0.0555536	0.055554	0.0555566	0.0555551	0.0555578	0.0555636	0.055549	0.0555523	0.0555528	0.0555629	0.0555651	0.055549	0.0555646	0.0555527	0.0555511	0.0555583	0.0555444	0.0555531	0.0555495	0.0555631	0.0555584	0.0555602	0.0555568	0.0555579	0.0555526	0.0555553	0.055545	0.0555106	0.0554868	0.0556176	0.0555118	0.0555866	0.0554857	0.0556327	0.0555423	0.0555255	0.0555428	0.0555104	0.0555609	0.0554875	0.0556026	0.055609	0.0556472	0.0555951	0.0555449	0.0555574	0.0555643	0.0555485	0.0555591	0.0555529	0.0555638	0.0555527	0.0555603	0.0555507	0.0555512	0.0555583	0.055551	0.0555641	0.0555614	0.055551	0.0555481	0.0555585	0.0555467	0.055558	0.055564	0.0555424	0.0555519	0.0555505	0.0555576	0.0555522	0.0555658	0.055569	0.0555542	0.0555696	0.0555534	0.0555553	0.0555525	0.0555435	0.0555459	0.0555548	0.0555595	0.0555651	0.0555645	0.0555475	0.0555655	0.0555453	0.0555618	0.0555608	0.0555572	0.0555493	0.0555511	0.0555651	0.0555558	0.0555637	0.0555455	0.055554	0.0555554	0.0555488	0.0555434	
8	0.0555544	0.0555669	0.0555485	0.0555683	0.0555451	0.0555624	0.0555484	0.0555648	0.0555579	0.055551	0.0555747	0.0555454	0.055565	0.0555437	0.0555607	0.0555506	0.0555414	0.0555508	0.055565	0.0555564	0.0555608	0.0555607	0.0555526	0.0555575	0.0555467	0.0555528	0.0555529	0.0555535	0.055554	0.0555567	0.0555551	0.0555578	0.0555637	0.055549	0.0555522	0.0555528	0.055563	0.0555652	0.0555489	0.0555647	0.0555527	0.0555511	0.0555583	0.0555443	0.055553	0.0555494	0.0555632	0.0555584	0.0555602	0.0555568	0.0555579	0.0555526	0.0555553	0.0555449	0.0555101	0.0554861	0.0556183	0.0555114	0.0555869	0.055485	0.0556335	0.0555422	0.0555252	0.0555427	0.05551	0.0555609	0.0554868	0.0556031	0.0556096	0.0556481	0.0555955	0.0555447	0.0555574	0.0555644	0.0555485	0.0555591	0.0555529	0.0555639	0.0555527	0.0555603	0.0555506	0.0555511	0.0555584	0.055551	0.0555642	0.0555614	0.055551	0.055548	0.0555585	0.0555466	0.055558	0.0555641	0.0555423	0.0555518	0.0555505	0.0555576	0.0555521	0.0555659	0.0555691	0.0555541	0.0555698	0.0555534	0.0555553	0.0555525	0.0555434	0.0555458	0.0555547	0.0555596	0.0555652	0.0555645	0.0555474	0.0555656	0.0555452	0.0555618	0.0555609	0.0555573	0.0555493	0.055551	0.0555652	0.0555558	0.0555638	0.0555454	0.055554	0.0555554	0.0555488	0.0555432	
9	0.0555544	0.055567	0.0555484	0.0555684	0.055545	0.0555624	0.0555483	0.0555649	0.055558	0.055551	0.0555749	0.0555453	0.0555651	0.0555436	0.0555607	0.0555506	0.0555413	0.0555507	0.0555651	0.0555564	0.0555608	0.0555607	0.0555525	0.0555575	0.0555466	0.0555527	0.0555528	0.0555535	0.0555539	0.0555567	0.0555551	0.0555578	0.0555638	0.0555489	0.0555522	0.0555528	0.0555631	0.0555653	0.0555488	0.0555648	0.0555527	0.055551	0.0555583	0.0555442	0.055553	0.0555494	0.0555633	0.0555585	0.0555603	0.0555569	0.0555579	0.0555525	0.0555553	0.0555448	0.0555097	0.0554854	0.0556189	0.0555109	0.0555872	0.0554843	0.0556343	0.055542	0.0555249	0.0555425	0.0555095	0.055561	0.0554861	0.0556036	0.0556101	0.0556491	0.0555959	0.0555446	0.0555574	0.0555645	0.0555484	0.0555592	0.0555528	0.055564	0.0555526	0.0555604	0.0555506	0.0555511	0.0555584	0.0555509	0.0555642	0.0555615	0.0555509	0.0555479	0.0555586	0.0555465	0.055558	0.0555642	0.0555422	0.0555518	0.0555504	0.0555576	0.0555521	0.055566	0.0555692	0.0555541	0.0555699	0.0555534	0.0555553	0.0555525	0.0555433	0.0555457	0.0555547	0.0555596	0.0555653	0.0555646	0.0555474	0.0555657	0.0555451	0.0555619	0.0555609	0.0555573	0.0555492	0.055551	0.0555653	0.0555558	0.0555639	0.0555453	0.055554	0.0555554	0.0555487	0.0555431	
10	0.0555543	0.0555671	0.0555484	0.0555685	0.0555449	0.0555625	0.0555482	0.055565	0.055558	0.055551	0.0555751	0.0555452	0.0555652	0.0555435	0.0555608	0.0555505	0.0555411	0.0555507	0.0555652	0.0555564	0.0555609	0.0555608	0.0555525	0.0555575	0.0555465	0.0555527	0.0555528	0.0555535	0.0555539	0.0555567	0.0555551	0.0555579	0.0555638	0.0555488	0.0555522	0.0555528	0.0555631	0.0555654	0.0555488	0.0555648	0.0555527	0.055551	0.0555584	0.0555441	0.055553	0.0555493	0.0555634	0.0555585	0.0555603	0.0555569	0.0555579	0.0555525	0.0555553	0.0555446	0.0555092	0.0554847	0.0556195	0.0555105	0.0555875	0.0554836	0.0556351	0.0555419	0.0555246	0.0555424	0.0555091	0.0555611	0.0554854	0.055604	0.0556107	0.05565	0.0555963	0.0555445	0.0555574	0.0555646	0.0555483	0.0555592	0.0555528	0.0555641	0.0555526	0.0555604	0.0555505	0.0555511	0.0555584	0.0555509	0.0555643	0.0555615	0.0555509	0.0555479	0.0555586	0.0555464	0.055558	0.0555642	0.055542	0.0555517	0.0555503	0.0555576	0.0555521	0.0555661	0.0555694	0.0555541	0.0555701	0.0555533	0.0555553	0.0555525	0.0555431	0.0555456	0.0555547	0.0555597	0.0555654	0.0555647	0.0555473	0.0555658	0.055545	0.055562	0.055561	0.0555573	0.0555491	0.0555509	0.0555654	0.0555558	0.055564	0.0555452	0.055554	0.0555554	0.0555486	0.055543	
