
1	0	0.0249185	0.0249253	0.0249445	0.0249161	0.0249233	0.0249113	0.024922	0	0.0249184	0.0249298	0.0249292	0.0249275	0.0249025	0.0249121	0.0249335	0	0.0249198	0.0249223	0.024931	0.0249109	0.024919	0.0249221	0.0249138	0	0.0249314	0.0249166	0.0249105	0.0249062	0.0249066	0.0249251	0.0249091	0	0.0249255	0.0249207	0.0249168	0.024934	0.024919	0.0249126	0.0249058	0	0.0249136	0.0249193	0.0249184	0.0248999	0.0249364	0.0249061	0.0249199	0	
2	0	0.0249184	0.0249262	0.0249447	0.0249162	0.0249235	0.0249127	0.0249226	0	0.0249165	0.0249301	0.0249285	0.0249262	0.0249021	0.0249114	0.0249342	0	0.0249198	0.024921	0.0249296	0.0249106	0.0249191	0.0249211	0.0249127	0	0.0249316	0.0249156	0.0249109	0.0249075	0.0249079	0.024926	0.0249097	0	0.024925	0.024921	0.0249166	0.0249344	0.0249199	0.0249127	0.0249064	0	0.0249149	0.0249192	0.0249185	0.0249007	0.0249361	0.0249065	0.0249186	0	
3	0	0.0249184	0.0249263	0.024945	0.0249161	0.0249236	0.0249126	0.0249226	0	0.0249165	0.0249302	0.0249286	0.0249262	0.0249019	0.0249113	0.0249344	0	0.0249198	0.024921	0.0249297	0.0249105	0.0249191	0.0249212	0.0249126	0	0.0249317	0.0249155	0.0249108	0.0249074	0.0249078	0.024926	0.0249096	0	0.024925	0.024921	0.0249166	0.0249345	0.0249199	0.0249127	0.0249062	0	0.0249149	0.0249191	0.0249184	0.0249005	0.0249363	0.0249064	0.0249186	0	
4	0	0.0249184	0.0249263	0.0249452	0.0249161	0.0249236	0.0249126	0.0249226	0	0.0249165	0.0249303	0.0249287	0.0249263	0.0249017	0.0249112	0.0249345	0	0.0249198	0.024921	0.0249298	0.0249104	0.0249191	0.0249212	0.0249125	0	0.0249318	0.0249155	0.0249107	0.0249073	0.0249077	0.0249261	0.0249095	0	0.0249251	0.024921	0.0249166	0.0249347	0.0249199	0.0249126	0.0249061	0	0.0249148	0.0249191	0.0249184	0.0249003	0.0249365	0.0249062	0.0249186	0	
5	0	0.0249184	0.0249264	0.0249455	0.0249161	0.0249237	0.0249125	0.0249226	0	0.0249165	0.0249304	0.0249288	0.0249264	0.0249016	0.0249111	0.0249347	0	0.0249198	0.024921	0.0249299	0.0249103	0.0249191	0.0249212	0.0249124	0	0.024932	0.0249154	0.0249106	0.0249071	0.0249076	0.0249262	0.0249094	0	0.0249251	0.024921	0.0249165	0.0249348	0.0249199	0.0249125	0.024906	0	0.0249148	0.0249191	0.0249184	0.0249001	0.0249366	0.0249061	0.0249186	0	
6	0	0.0249184	0.0249265	0.0249457	0.024916	0.0249237	0.0249124	0.0249227	0	0.0249164	0.0249305	0.0249289	0.0249265	0.0249014	0.0249111	0.0249348	0	0.0249198	0.0249211	0.02493	0.0249102	0.024919	0.0249212	0.0249124	0	0.0249321	0.0249154	0.0249105	0.024907	0.0249075	0.0249262	0.0249093	0	0.0249252	0.024921	0.0249165	0.024935	0.0249199	0.0249124	0.0249058	0	0.0249147	0.0249191	0.0249184	0.0248999	0.0249368	0.024906	0.0249186	0	
7	0	0.0249184	0.0249265	0.024946	0.024916	0.0249237	0.0249123	0.0249227	0	0.0249164	0.0249306	0.024929	0.0249265	0.0249012	0.024911	0.024935	0	0.0249198	0.0249211	0.0249301	0.0249101	0.024919	0.0249212	0.0249123	0	0.0249322	0.0249154	0.0249104	0.0249069	0.0249073	0.0249263	0.0249092	0	0.0249252	0.0249211	0.0249165	0.0249352	0.0249199	0.0249124	0.0249057	0	0.0249147	0.0249191	0.0249184	0.0248997	0.024937	0.0249058	0.0249185	0	
8	0	0.0249184	0.0249266	0.0249463	0.024916	0.0249238	0.0249123	0.0249227	0	0.0249164	0.0249307	0.0249291	0.0249266	0.024901	0.0249109	0.0249351	0	0.0249198	0.0249211	0.0249302	0.02491	0.024919	0.0249212	0.0249122	0	0.0249323	0.0249153	0.0249104	0.0249068	0.0249072	0.0249264	0.0249091	0	0.0249253	0.0249211	0.0249164	0.0249353	0.0249199	0.0249123	0.0249056	0	0.0249146	0.0249191	0.0249184	0.0248995	0.0249372	0.0249057	0.0249185	0	
9	0	0.0249183	0.0249267	0.0249465	0.0249159	0.0249238	0.0249122	0.0249228	0	0.0249163	0.0249308	0.0249292	0.0249267	0.0249008	0.0249108	0.0249353	0	0.0249198	0.0249211	0.0249303	0.0249099	0.024919	0.0249213	0.0249121	0	0.0249325	0.0249153	0.0249103	0.0249066	0.0249071	0.0249264	0.024909	0	0.0249254	0.0249211	0.0249164	0.0249355	0.0249199	0.0249122	0.0249054	0	0.0249146	0.0249191	0.0249184	0.0248993	0.0249373	0.0249055	0.0249185	0	
10	0	0.0249183	0.0249268	0.0249468	0.0249159	0.0249239	0.0249121	0.0249228	0	0.0249163	0.0249309	0.0249293	0.0249267	0.0249006	0.0249107	0.0249354	0	0.0249198	0.0249211	0.0249304	0.0249098	0.024919	0.0249213	0.0249121	0	0.0249326	0.0249152	0.0249102	0.0249065	0.024907	0.0249265	0.0249089	0	0.0249254	0.0249211	0.0249164	0.0249356	0.0249199	0.0249121	0.0249053	0	0.0249145	0.0249191	0.0249184	0.0248991	0.0249375	0.0249054	0.0249185	0	
11	0	0.0249183	0.0249268	0.0249471	0.0249158	0.0249239	0.024912	0.0249228	0	0.0249163	0.0249311	0.0249294	0.0249268	0.0249004	0.0249106	0.0249356	0	0.0249198	0.0249211	0.0249305	0.0249097	0.024919	0.0249213	0.024912	0	0.0249327	0.0249152	0.0249101	0.0249064	0.0249068	0.0249266	0.0249088	0	0.0249255	0.0249211	0.0249163	0.0249358	0.0249199	0.0249121	0.0249051	0	0.0249145	0.0249191	0.0249183	0.0248989	0.0249377	0.0249053	0.0249185	0	
