
1	0	0.0249173	0.0249241	0.0249442	0.0249156	0.0249242	0.0249133	0.0249237	0	0.0249171	0.0249295	0.0249284	0.0249264	0.0249021	0.0249134	0.0249334	0	0.0249213	0.0249213	0.0249304	0.0249116	0.024919	0.0249222	0.0249128	0	0.0249318	0.0249182	0.0249119	0.0249071	0.0249084	0.0249255	0.0249097	0	0.0249244	0.0249207	0.0249157	0.0249339	0.0249189	0.0249104	0.0249057	0	0.0249147	0.0249187	0.0249185	0.0249006	0.0249355	0.0249064	0.0249189	0	
2	0	0.0249184	0.0249262	0.0249445	0.0249162	0.0249235	0.0249127	0.0249225	0	0.0249166	0.02493	0.0249285	0.0249261	0.0249022	0.0249115	0.0249341	0	0.0249198	0.024921	0.0249295	0.0249106	0.0249191	0.0249211	0.0249127	0	0.0249315	0.0249156	0.024911	0.0249076	0.024908	0.0249259	0.0249098	0	0.0249249	0.024921	0.0249166	0.0249343	0.0249199	0.0249128	0.0249065	0	0.0249149	0.0249192	0.0249185	0.0249008	0.024936	0.0249066	0.0249186	0	
3	0	0.0249184	0.0249262	0.0249448	0.0249162	0.0249236	0.0249127	0.0249226	0	0.0249165	0.0249301	0.0249286	0.0249262	0.024902	0.0249114	0.0249343	0	0.0249198	0.024921	0.0249296	0.0249105	0.0249191	0.0249211	0.0249126	0	0.0249316	0.0249156	0.0249109	0.0249075	0.0249079	0.024926	0.0249097	0	0.024925	0.024921	0.0249166	0.0249344	0.0249199	0.0249127	0.0249063	0	0.0249149	0.0249191	0.0249185	0.0249006	0.0249362	0.0249065	0.0249186	0	
4	0	0.0249184	0.0249263	0.0249451	0.0249161	0.0249236	0.0249126	0.0249226	0	0.0249165	0.0249302	0.0249286	0.0249263	0.0249019	0.0249113	0.0249344	0	0.0249198	0.024921	0.0249297	0.0249104	0.0249191	0.0249212	0.0249126	0	0.0249318	0.0249155	0.0249108	0.0249073	0.0249078	0.0249261	0.0249096	0	0.024925	0.024921	0.0249166	0.0249346	0.0249199	0.0249126	0.0249062	0	0.0249149	0.0249191	0.0249184	0.0249004	0.0249364	0.0249063	0.0249186	0	
5	0	0.0249184	0.0249264	0.0249453	0.0249161	0.0249236	0.0249125	0.0249226	0	0.0249165	0.0249303	0.0249287	0.0249263	0.0249017	0.0249112	0.0249346	0	0.0249198	0.024921	0.0249298	0.0249103	0.0249191	0.0249212	0.0249125	0	0.0249319	0.0249155	0.0249107	0.0249072	0.0249076	0.0249261	0.0249095	0	0.0249251	0.024921	0.0249166	0.0249347	0.0249199	0.0249126	0.0249061	0	0.0249148	0.0249191	0.0249184	0.0249002	0.0249365	0.0249062	0.0249186	0	
6	0	0.0249184	0.0249264	0.0249456	0.0249161	0.0249237	0.0249124	0.0249227	0	0.0249164	0.0249304	0.0249288	0.0249264	0.0249015	0.0249111	0.0249347	0	0.0249198	0.024921	0.0249299	0.0249102	0.024919	0.0249212	0.0249124	0	0.024932	0.0249154	0.0249106	0.0249071	0.0249075	0.0249262	0.0249094	0	0.0249251	0.024921	0.0249165	0.0249349	0.0249199	0.0249125	0.0249059	0	0.0249148	0.0249191	0.0249184	0.0249	0.0249367	0.024906	0.0249186	0	
7	0	0.0249184	0.0249265	0.0249458	0.024916	0.0249237	0.0249124	0.0249227	0	0.0249164	0.0249305	0.0249289	0.0249265	0.0249013	0.024911	0.0249349	0	0.0249198	0.0249211	0.02493	0.0249101	0.024919	0.0249212	0.0249123	0	0.0249321	0.0249154	0.0249105	0.024907	0.0249074	0.0249263	0.0249093	0	0.0249252	0.024921	0.0249165	0.0249351	0.0249199	0.0249124	0.0249058	0	0.0249147	0.0249191	0.0249184	0.0248998	0.0249369	0.0249059	0.0249186	0	
8	0	0.0249184	0.0249266	0.0249461	0.024916	0.0249237	0.0249123	0.0249227	0	0.0249164	0.0249306	0.024929	0.0249265	0.0249011	0.0249109	0.024935	0	0.0249198	0.0249211	0.0249301	0.02491	0.024919	0.0249212	0.0249123	0	0.0249323	0.0249153	0.0249104	0.0249068	0.0249073	0.0249263	0.0249092	0	0.0249253	0.0249211	0.0249165	0.0249352	0.0249199	0.0249123	0.0249056	0	0.0249147	0.0249191	0.0249184	0.0248996	0.024937	0.0249058	0.0249185	0	
9	0	0.0249184	0.0249266	0.0249464	0.0249159	0.0249238	0.0249122	0.0249227	0	0.0249163	0.0249308	0.0249291	0.0249266	0.0249009	0.0249109	0.0249352	0	0.0249198	0.0249211	0.0249302	0.02491	0.024919	0.0249212	0.0249122	0	0.0249324	0.0249153	0.0249103	0.0249067	0.0249072	0.0249264	0.0249091	0	0.0249253	0.0249211	0.0249164	0.0249354	0.0249199	0.0249123	0.0249055	0	0.0249146	0.0249191	0.0249184	0.0248994	0.0249372	0.0249056	0.0249185	0	
10	0	0.0249183	0.0249267	0.0249466	0.0249159	0.0249238	0.0249122	0.0249228	0	0.0249163	0.0249309	0.0249292	0.0249267	0.0249007	0.0249108	0.0249353	0	0.0249198	0.0249211	0.0249303	0.0249099	0.024919	0.0249213	0.0249121	0	0.0249325	0.0249153	0.0249102	0.0249066	0.024907	0.0249265	0.024909	0	0.0249254	0.0249211	0.0249164	0.0249355	0.0249199	0.0249122	0.0249054	0	0.0249146	0.0249191	0.0249184	0.0248992	0.0249374	0.0249055	0.0249185	0	
