
1	1	1	1	1	1	1	1	307.109	301.476	303.445	305.332	305.559	293.061	299.289	293.219	296.693	295.345	293.411	304.179	289.845	293.237	303.79	309.093	297.985	296.963	297.619	294.752	296.096	306.49	293.501	303.593	303.522	302.534	299.906	290.978	300.264	300.179	298.819	297.689	299.068	301.549	292.255	294.192	300.152	297.605	298.328	297.4	348.828	346.769	357.441	343.427	355.703	352.989	352.456	
2	1	1	1	1	1	1	1	307.109	301.475	303.444	305.331	305.56	293.06	299.289	293.22	296.692	295.345	293.411	304.176	289.844	293.236	303.791	309.093	297.984	296.964	297.62	294.751	296.094	306.49	293.501	303.591	303.522	302.533	299.906	290.977	300.263	300.179	298.819	297.69	299.068	301.548	292.255	294.195	300.154	297.604	298.327	297.401	348.828	346.768	357.441	343.427	355.703	352.989	352.455	
3	1	1	1	1	1	1	1	307.109	301.475	303.444	305.331	305.56	293.06	299.289	293.22	296.692	295.345	293.411	304.176	289.844	293.235	303.791	309.093	297.984	296.963	297.619	294.751	296.094	306.49	293.501	303.59	303.521	302.532	299.906	290.977	300.263	300.179	298.819	297.69	299.067	301.547	292.255	294.194	300.154	297.604	298.327	297.4	348.828	346.768	357.441	343.427	355.703	352.989	352.455	
4	1	1	1	1	1	1	1	307.109	301.475	303.444	305.331	305.56	293.06	299.289	293.219	296.691	295.344	293.411	304.175	289.844	293.235	303.791	309.092	297.983	296.963	297.619	294.751	296.093	306.49	293.501	303.59	303.521	302.532	299.906	290.976	300.263	300.178	298.819	297.69	299.067	301.547	292.255	294.194	300.153	297.603	298.327	297.4	348.828	346.768	357.44	343.427	355.702	352.988	352.455	
5	1	1	1	1	1	1	1	307.108	301.474	303.443	305.33	305.559	293.059	299.288	293.219	296.691	295.344	293.411	304.175	289.844	293.235	303.79	309.092	297.983	296.962	297.619	294.75	296.093	306.489	293.5	303.59	303.521	302.532	299.905	290.976	300.263	300.178	298.818	297.689	299.067	301.547	292.254	294.193	300.153	297.603	298.326	297.4	348.828	346.768	357.44	343.427	355.702	352.988	352.455	
6	1	1	1	1	1	1	1	307.108	301.474	303.443	305.33	305.559	293.059	299.288	293.219	296.691	295.344	293.41	304.175	289.843	293.235	303.79	309.092	297.983	296.962	297.618	294.75	296.092	306.489	293.5	303.589	303.52	302.532	299.905	290.976	300.262	300.178	298.818	297.689	299.067	301.546	292.254	294.193	300.153	297.603	298.326	297.399	348.828	346.767	357.439	343.426	355.702	352.988	352.454	
7	1	1	1	1	1	1	1	307.108	301.474	303.443	305.33	305.559	293.059	299.287	293.219	296.69	295.343	293.41	304.174	289.843	293.234	303.79	309.091	297.982	296.962	297.618	294.75	296.092	306.489	293.5	303.589	303.52	302.531	299.905	290.975	300.262	300.177	298.818	297.689	299.066	301.546	292.254	294.193	300.152	297.603	298.326	297.399	348.827	346.767	357.439	343.426	355.702	352.988	352.454	
8	1	1	1	1	1	1	1	307.107	301.473	303.442	305.329	305.559	293.059	299.287	293.218	296.69	295.343	293.41	304.174	289.843	293.234	303.789	309.091	297.982	296.961	297.618	294.749	296.092	306.489	293.499	303.589	303.52	302.531	299.904	290.975	300.262	300.177	298.817	297.688	299.066	301.546	292.254	294.192	300.152	297.602	298.325	297.399	348.827	346.767	357.439	343.426	355.702	352.988	352.454	
9	1	1	1	1	1	1	1	307.107	301.473	303.442	305.329	305.558	293.058	299.287	293.218	296.69	295.343	293.41	304.174	289.842	293.234	303.789	309.091	297.982	296.961	297.617	294.749	296.091	306.488	293.499	303.588	303.519	302.531	299.904	290.975	300.261	300.177	298.817	297.688	299.066	301.545	292.253	294.192	300.152	297.602	298.325	297.398	348.827	346.767	357.438	343.426	355.701	352.987	352.454	
10	1	1	1	1	1	1	1	307.107	301.473	303.442	305.328	305.558	293.058	299.286	293.218	296.69	295.342	293.409	304.173	289.842	293.233	303.789	309.09	297.981	296.961	297.617	294.749	296.091	306.488	293.498	303.588	303.519	302.53	299.904	290.974	300.261	300.176	298.817	297.688	299.065	301.545	292.253	294.192	300.152	297.602	298.325	297.398	348.827	346.767	357.438	343.426	355.701	352.987	352.454	
