
1	0	0.0337723	0.0337771	0.0337594	0.0337674	0.0337872	0.0337607	0.0337687	0.0337763	0.0337622	0.0337932	0	0.0337834	0.0337758	0.0337624	0.0337638	0.033779	0.0337857	0.0337852	0.0337817	0.0337607	0.0337792	0	0.033774	0.0337863	0.0337546	0.0337578	0.0337713	0.0337566	0.033751	0.0337738	0.033772	0.033771	0	0.0337803	0.0337779	0.033784	0.0337728	0.0337774	0.0337711	0.0337756	0.0337787	0.0337595	0.0337995	0	0.03378	0.033799	0.033795	0.0337947	0.0337934	0.033782	0.033796	0.0337866	0.0337752	0.0337792	0	0.0337821	0.0337728	0.0337768	0.0337832	0.0337852	0.0337716	0.033766	0.0337826	0.0337701	0.0337661	0	0.033795	0.0337744	0.0337758	0.0337704	0.0337734	0.0337749	0.033792	0.0337801	0.0337927	0.0337976	0	0.0337716	0.0337771	0.0337754	0.0338	0.033793	0.0337743	0.033799	0.0337685	0.0337937	0.0337916	0	0.0337767	0.0337876	0.0337773	0.0337893	0.0337745	0.0337883	0.0337606	0.033772	0.0337955	0.0337879	0	
2	0	0.0337711	0.0337754	0.0337602	0.0337686	0.0337874	0.0337596	0.0337679	0.0337754	0.033763	0.0337958	0	0.0337818	0.0337761	0.0337621	0.0337639	0.0337776	0.0337868	0.033788	0.0337827	0.0337633	0.0337813	0	0.0337751	0.0337889	0.0337555	0.0337585	0.0337733	0.0337571	0.033754	0.0337743	0.0337734	0.0337708	0	0.0337816	0.0337767	0.0337827	0.0337716	0.0337781	0.0337721	0.0337752	0.0337799	0.033758	0.0337984	0	0.0337778	0.0337972	0.0337946	0.0337954	0.0337938	0.0337825	0.0337958	0.0337851	0.0337761	0.0337806	0	0.0337831	0.0337732	0.0337742	0.0337833	0.0337855	0.0337723	0.0337636	0.0337825	0.0337704	0.0337625	0	0.0337957	0.0337753	0.0337756	0.0337703	0.033772	0.0337723	0.0337918	0.0337795	0.0337909	0.0337959	0	0.0337698	0.0337767	0.033778	0.0337979	0.0337922	0.0337742	0.0337988	0.0337711	0.0337914	0.0337916	0	0.0337771	0.0337888	0.0337778	0.0337874	0.0337746	0.0337886	0.0337603	0.0337712	0.033796	0.0337891	0	
3	0	0.033771	0.0337754	0.0337601	0.0337685	0.0337875	0.0337594	0.0337678	0.0337753	0.0337628	0.033796	0	0.0337819	0.0337761	0.0337619	0.0337638	0.0337776	0.0337868	0.0337881	0.0337827	0.0337631	0.0337813	0	0.033775	0.033789	0.0337552	0.0337583	0.0337732	0.0337569	0.0337537	0.0337743	0.0337733	0.0337708	0	0.0337816	0.0337767	0.0337827	0.0337716	0.0337781	0.033772	0.0337751	0.0337799	0.0337578	0.0337986	0	0.0337778	0.0337974	0.0337947	0.0337955	0.033794	0.0337825	0.033796	0.0337851	0.0337761	0.0337806	0	0.0337832	0.0337731	0.0337741	0.0337834	0.0337855	0.0337723	0.0337635	0.0337826	0.0337704	0.0337623	0	0.0337959	0.0337752	0.0337756	0.0337702	0.0337719	0.0337722	0.033792	0.0337795	0.0337911	0.033796	0	0.0337697	0.0337767	0.033778	0.0337981	0.0337923	0.0337741	0.033799	0.033771	0.0337915	0.0337918	0	0.0337771	0.0337889	0.0337778	0.0337875	0.0337745	0.0337887	0.0337601	0.0337712	0.0337962	0.0337892	0	
4	0	0.033771	0.0337754	0.0337599	0.0337684	0.0337876	0.0337592	0.0337677	0.0337753	0.0337627	0.0337962	0	0.0337819	0.0337761	0.0337617	0.0337636	0.0337776	0.0337869	0.0337882	0.0337828	0.033763	0.0337813	0	0.033775	0.0337891	0.033755	0.0337581	0.0337732	0.0337567	0.0337535	0.0337742	0.0337733	0.0337707	0	0.0337816	0.0337767	0.0337828	0.0337715	0.0337781	0.0337719	0.0337751	0.0337799	0.0337575	0.0337988	0	0.0337778	0.0337976	0.0337949	0.0337957	0.0337941	0.0337825	0.0337962	0.0337852	0.033776	0.0337807	0	0.0337832	0.0337731	0.0337741	0.0337834	0.0337856	0.0337722	0.0337633	0.0337826	0.0337703	0.0337621	0	0.033796	0.0337752	0.0337755	0.0337702	0.0337719	0.0337722	0.0337921	0.0337795	0.0337912	0.0337962	0	0.0337696	0.0337767	0.033778	0.0337983	0.0337925	0.0337741	0.0337992	0.0337709	0.0337916	0.0337919	0	0.033777	0.033789	0.0337778	0.0337875	0.0337745	0.0337888	0.0337599	0.0337711	0.0337964	0.0337893	0	
5	0	0.0337709	0.0337753	0.0337597	0.0337683	0.0337877	0.033759	0.0337676	0.0337753	0.0337625	0.0337963	0	0.0337819	0.0337761	0.0337615	0.0337635	0.0337776	0.033787	0.0337883	0.0337828	0.0337628	0.0337813	0	0.033775	0.0337893	0.0337547	0.0337578	0.0337731	0.0337565	0.0337532	0.0337742	0.0337732	0.0337706	0	0.0337817	0.0337767	0.0337828	0.0337714	0.0337781	0.0337719	0.0337751	0.0337799	0.0337573	0.033799	0	0.0337778	0.0337977	0.0337951	0.0337959	0.0337943	0.0337826	0.0337964	0.0337852	0.033776	0.0337807	0	0.0337832	0.033773	0.0337741	0.0337835	0.0337857	0.0337721	0.0337632	0.0337827	0.0337702	0.033762	0	0.0337962	0.0337752	0.0337755	0.0337701	0.0337718	0.0337721	0.0337922	0.0337795	0.0337913	0.0337964	0	0.0337695	0.0337767	0.033778	0.0337985	0.0337926	0.033774	0.0337994	0.0337708	0.0337917	0.033792	0	0.033777	0.0337891	0.0337778	0.0337876	0.0337744	0.0337889	0.0337597	0.033771	0.0337966	0.0337895	0	
6	0	0.0337708	0.0337753	0.0337595	0.0337682	0.0337878	0.0337588	0.0337675	0.0337752	0.0337623	0.0337965	0	0.033782	0.033776	0.0337614	0.0337633	0.0337776	0.0337871	0.0337884	0.0337829	0.0337626	0.0337814	0	0.0337749	0.0337894	0.0337545	0.0337576	0.033773	0.0337563	0.033753	0.0337741	0.0337731	0.0337705	0	0.0337817	0.0337767	0.0337829	0.0337713	0.0337781	0.0337718	0.033775	0.0337799	0.0337571	0.0337992	0	0.0337778	0.0337979	0.0337952	0.033796	0.0337944	0.0337826	0.0337965	0.0337853	0.033776	0.0337807	0	0.0337833	0.033773	0.033774	0.0337835	0.0337858	0.0337721	0.033763	0.0337827	0.0337701	0.0337618	0	0.0337964	0.0337751	0.0337755	0.03377	0.0337717	0.033772	0.0337924	0.0337796	0.0337914	0.0337966	0	0.0337694	0.0337766	0.033778	0.0337987	0.0337927	0.033774	0.0337996	0.0337708	0.0337919	0.0337922	0	0.033777	0.0337892	0.0337777	0.0337877	0.0337744	0.033789	0.0337595	0.0337709	0.0337967	0.0337896	0	
7	0	0.0337707	0.0337753	0.0337593	0.0337681	0.0337879	0.0337586	0.0337674	0.0337752	0.0337622	0.0337967	0	0.033782	0.033776	0.0337612	0.0337632	0.0337776	0.0337872	0.0337885	0.0337829	0.0337625	0.0337814	0	0.0337749	0.0337895	0.0337543	0.0337574	0.033773	0.033756	0.0337527	0.0337741	0.0337731	0.0337704	0	0.0337817	0.0337766	0.0337829	0.0337713	0.0337781	0.0337717	0.033775	0.0337799	0.0337569	0.0337994	0	0.0337778	0.0337981	0.0337954	0.0337962	0.0337946	0.0337826	0.0337967	0.0337854	0.033776	0.0337807	0	0.0337833	0.0337729	0.033774	0.0337836	0.0337858	0.033772	0.0337628	0.0337827	0.03377	0.0337616	0	0.0337966	0.0337751	0.0337754	0.0337699	0.0337716	0.033772	0.0337925	0.0337796	0.0337916	0.0337967	0	0.0337693	0.0337766	0.033778	0.0337989	0.0337929	0.0337739	0.0337998	0.0337707	0.033792	0.0337923	0	0.033777	0.0337893	0.0337777	0.0337878	0.0337744	0.0337891	0.0337593	0.0337709	0.0337969	0.0337897	0	
8	0	0.0337707	0.0337752	0.0337591	0.033768	0.033788	0.0337584	0.0337673	0.0337752	0.033762	0.0337969	0	0.033782	0.033776	0.033761	0.033763	0.0337776	0.0337873	0.0337886	0.033783	0.0337623	0.0337814	0	0.0337749	0.0337896	0.033754	0.0337572	0.0337729	0.0337558	0.0337525	0.033774	0.033773	0.0337704	0	0.0337818	0.0337766	0.0337829	0.0337712	0.0337781	0.0337716	0.033775	0.0337799	0.0337567	0.0337996	0	0.0337778	0.0337983	0.0337956	0.0337964	0.0337948	0.0337827	0.0337969	0.0337855	0.0337759	0.0337807	0	0.0337834	0.0337728	0.0337739	0.0337836	0.0337859	0.0337719	0.0337627	0.0337828	0.0337699	0.0337615	0	0.0337968	0.0337751	0.0337754	0.0337698	0.0337716	0.0337719	0.0337927	0.0337796	0.0337917	0.0337969	0	0.0337692	0.0337766	0.033778	0.0337991	0.033793	0.0337739	0.0338001	0.0337706	0.0337921	0.0337924	0	0.033777	0.0337894	0.0337777	0.0337879	0.0337743	0.0337892	0.0337591	0.0337708	0.0337971	0.0337898	0	
9	0	0.0337706	0.0337752	0.0337589	0.0337679	0.0337881	0.0337582	0.0337671	0.0337751	0.0337618	0.0337971	0	0.0337821	0.033776	0.0337608	0.0337629	0.0337776	0.0337874	0.0337887	0.033783	0.0337621	0.0337815	0	0.0337748	0.0337897	0.0337538	0.033757	0.0337729	0.0337556	0.0337522	0.033774	0.033773	0.0337703	0	0.0337818	0.0337766	0.033783	0.0337711	0.0337781	0.0337716	0.0337749	0.0337799	0.0337565	0.0337998	0	0.0337778	0.0337985	0.0337957	0.0337966	0.0337949	0.0337827	0.0337971	0.0337855	0.0337759	0.0337808	0	0.0337834	0.0337728	0.0337739	0.0337837	0.033786	0.0337719	0.0337625	0.0337828	0.0337698	0.0337613	0	0.0337969	0.033775	0.0337754	0.0337697	0.0337715	0.0337718	0.0337928	0.0337796	0.0337918	0.0337971	0	0.0337691	0.0337766	0.033778	0.0337994	0.0337932	0.0337738	0.0338003	0.0337705	0.0337923	0.0337926	0	0.033777	0.0337895	0.0337777	0.033788	0.0337743	0.0337893	0.0337589	0.0337707	0.0337973	0.0337899	0	
10	0	0.0337705	0.0337752	0.0337587	0.0337678	0.0337882	0.033758	0.033767	0.0337751	0.0337617	0.0337973	0	0.0337821	0.0337759	0.0337607	0.0337627	0.0337775	0.0337874	0.0337888	0.033783	0.033762	0.0337815	0	0.0337748	0.0337898	0.0337535	0.0337568	0.0337728	0.0337553	0.0337519	0.033774	0.0337729	0.0337702	0	0.0337818	0.0337766	0.033783	0.0337711	0.0337781	0.0337715	0.0337749	0.03378	0.0337562	0.0338001	0	0.0337778	0.0337987	0.0337959	0.0337968	0.0337951	0.0337828	0.0337973	0.0337856	0.0337759	0.0337808	0	0.0337835	0.0337727	0.0337738	0.0337837	0.033786	0.0337718	0.0337624	0.0337829	0.0337698	0.0337611	0	0.0337971	0.033775	0.0337754	0.0337696	0.0337714	0.0337718	0.0337929	0.0337796	0.033792	0.0337973	0	0.033769	0.0337766	0.033778	0.0337996	0.0337933	0.0337738	0.0338005	0.0337704	0.0337924	0.0337927	0	0.0337769	0.0337896	0.0337777	0.0337881	0.0337742	0.0337894	0.0337587	0.0337706	0.0337975	0.03379	0	
